objectid,fmr_code,fmr_areaname,fmr_0bdr,fmr_1bdr,fmr_2bdr,fmr_3bdr,fmr_4bdr,shape__area,shape__length
856,NCNTY08121N08121,"Washington County, CO",854,856,1114,1336,1475,11143769307.824219,459622.73253130936
857,NCNTY08125N08125,"Yuma County, CO",803,809,1061,1361,1405,10467950764.121094,420189.2147347129
858,NCNTY09150N09150,"Northeastern Connecticut Planning Region, CT",1104,1304,1601,2062,2326,2444460267.1953125,207733.53329658048
859,NCNTY09150N78600,"Voluntown town, CT Exception Area",1104,1304,1601,2062,2451,184335354.50390625,57719.60902501231
860,NCNTY09160N09160,"Northwest Hills Planning Region, CT",1114,1316,1616,2082,2348,3774552980.4296875,304036.652895393
861,NCNTY10005N10005,"Sussex County, DE",1059,1066,1399,1757,2172,4014893406.515625,794421.9273949894
862,NCNTY12007N12007,"Bradford County, FL",976,1022,1120,1433,1879,1040155062.0273438,194305.86836320776
863,NCNTY12013N12013,"Calhoun County, FL",848,888,973,1283,1288,2006306637.4433594,223005.18459323826
864,NCNTY12023N12023,"Columbia County, FL",990,1034,1318,1580,1745,2789091774.1835938,321334.32457288785
865,NCNTY12027N12027,"DeSoto County, FL",1053,1060,1209,1663,1865,2100185641.5488281,187135.3319709339
866,NCNTY12029N12029,"Dixie County, FL",875,881,1156,1525,1531,2451815538.8984375,614670.0901135178
867,NCNTY12037N12037,"Franklin County, FL",1033,1058,1186,1564,1570,1915447399.765625,783408.3191153965
868,NCNTY12043N12043,"Glades County, FL",1091,1117,1252,1516,1658,3231087083.3808594,267401.03020155005
869,NCNTY12045N12045,"Gulf County, FL",1289,1297,1702,2041,2253,1972028820.4453125,340179.67628361157
870,NCNTY12047N12047,"Hamilton County, FL",855,875,981,1294,1299,1816596659.3613281,270117.86383904103
871,NCNTY12049N12049,"Hardee County, FL",1058,1064,1248,1691,2094,2108509792.6425781,186972.57155575682
872,NCNTY12051N12051,"Hendry County, FL",1071,1077,1271,1567,1875,3865428060.966797,325242.4481862786
873,NCNTY12059N12059,"Holmes County, FL",939,983,1078,1423,1427,1724660396.03125,209370.60375780304
874,NCNTY12063N12063,"Jackson County, FL",736,814,1068,1404,1414,3361319021.6289062,264347.6962037296
875,NCNTY12067N12067,"Lafayette County, FL",1152,1181,1323,1586,1752,1897942814.9042969,223608.6179246331
876,NCNTY12077N12077,"Liberty County, FL",943,966,1083,1488,1817,2935595992.5683594,360712.1042287412
877,NCNTY12079N12079,"Madison County, FL",873,969,1086,1400,1543,2502132831.609375,257270.07748311618
878,NCNTY12087N12087,"Monroe County, FL",1726,2211,2504,3303,3315,3344068490.6132812,3852633.880206913
879,NCNTY12093N12093,"Okeechobee County, FL",1025,1032,1346,1650,1782,2941838164.078125,317750.29880935105
880,NCNTY12107N12107,"Putnam County, FL",874,880,1155,1452,1529,2843161746.064453,269339.99371320993
881,NCNTY12121N12121,"Suwannee County, FL",967,1013,1110,1484,1573,2408076805.3378906,258772.88307870386
882,NCNTY12123N12123,"Taylor County, FL",887,908,1018,1343,1386,3637692200.5,515936.96664451016
883,NCNTY12125N12125,"Union County, FL",857,863,1132,1421,1499,866139742.625,149523.90033730897
884,NCNTY13001N13001,"Appling County, GA",765,770,973,1313,1608,1840318267.3828125,248562.1173018712
885,NCNTY13003N13003,"Atkinson County, GA",755,760,973,1168,1395,1225937327.9277344,200360.19249069045
886,NCNTY13005N13005,"Bacon County, GA",765,770,973,1353,1395,1022553387.7988281,154675.65277836737
887,NCNTY13007N13007,"Baker County, GA",765,770,973,1353,1395,1243081836.9785156,223448.86960425973
888,NCNTY13009N13009,"Baldwin County, GA",783,894,1073,1287,1476,992120963.2460938,189418.83510552265
889,NCNTY13011N13011,"Banks County, GA",765,770,973,1217,1395,892957772.0390625,127892.44494108105
890,NCNTY13017N13017,"Ben Hill County, GA",788,793,973,1167,1395,912372505.1542969,169380.32812541042
891,NCNTY13019N13019,"Berrien County, GA",737,742,973,1353,1632,1628546203.8574219,231485.57731620315
892,NCNTY13023N13023,"Bleckley County, GA",737,742,973,1266,1395,799015971.8046875,135186.40793900794
893,NCNTY13031N13031,"Bulloch County, GA",812,898,1178,1433,1560,2508908303.6679688,274786.17282176414
894,NCNTY13037N13037,"Calhoun County, GA",765,770,973,1353,1474,1013995676.2382812,177689.44344616888
895,NCNTY13039N13039,"Camden County, GA",1043,1117,1225,1704,1997,2306383600.0546875,577333.0066183615
896,NCNTY13043N13043,"Candler County, GA",765,770,973,1353,1632,906790414.1972656,126784.0084709172
897,NCNTY13049N13049,"Charlton County, GA",784,790,1036,1242,1485,2754287977.0078125,371004.92259628343
898,NCNTY13055N13055,"Chattooga County, GA",789,794,973,1353,1632,1197860566.765625,157186.40041075164
899,NCNTY13061N13061,"Clay County, GA",765,770,973,1217,1395,778383767.0019531,159285.29263387964
900,NCNTY13065N13065,"Clinch County, GA",765,770,973,1353,1395,2908720200.1757812,266262.1431732103
901,NCNTY13069N13069,"Coffee County, GA",675,885,973,1275,1610,2155834616.576172,249959.3418166173
902,NCNTY13071N13071,"Colquitt County, GA",737,742,973,1167,1591,1976153065.0488281,204272.1523938478
903,NCNTY13075N13075,"Cook County, GA",765,770,973,1315,1359,827310376.3066406,164097.17869200552
904,NCNTY13081N13081,"Crisp County, GA",780,785,973,1167,1288,1013073485.9882812,141926.96208337782
905,NCNTY13087N13087,"Decatur County, GA",848,850,973,1287,1288,2198127356.9589844,208490.65192498275
906,NCNTY13091N13091,"Dodge County, GA",737,742,973,1167,1288,1824031265.1992188,245670.1366735075
907,NCNTY13093N13093,"Dooly County, GA",765,770,973,1283,1288,1439987805.5175781,170136.06473893952
908,NCNTY13099N13099,"Early County, GA",782,888,973,1238,1340,1838286012.9003906,229716.27015623
909,NCNTY13105N13105,"Elbert County, GA",831,836,1074,1288,1422,1417607995.0546875,195589.36747531843
910,NCNTY13107N13107,"Emanuel County, GA",828,888,973,1239,1632,2525250491.6484375,287354.240479695
911,NCNTY13109N13109,"Evans County, GA",737,742,973,1167,1288,677258326.2578125,121737.06954378323
912,NCNTY13111N13111,"Fannin County, GA",737,742,973,1323,1328,1512771094.4101562,225741.87655530983
913,NCNTY13119N13119,"Franklin County, GA",770,775,1017,1219,1458,1014830707.8867188,153393.9419550971
914,NCNTY13123N13123,"Gilmer County, GA",714,830,1036,1357,1738,1654912074.1054688,205439.0960254952
915,NCNTY13125N13125,"Glascock County, GA",765,770,973,1217,1395,536141126.05078125,114974.3226330977
916,NCNTY13129N13129,"Gordon County, GA",703,833,1011,1406,1590,1371104181.7929688,187786.70482229025
917,NCNTY13131N13131,"Grady County, GA",737,742,973,1343,1490,1623386536.8242188,169878.8814733598
918,NCNTY13133N13133,"Greene County, GA",803,808,973,1320,1325,1519730128.78125,197857.45464873363
919,NCNTY13137N13137,"Habersham County, GA",850,855,1018,1357,1363,1070066122.2304688,186536.45253782527
920,NCNTY13141N13141,"Hancock County, GA",765,770,973,1252,1632,1775083380.0,215363.40896490045
921,NCNTY13147N13147,"Hart County, GA",816,821,1042,1249,1494,978748885.8085938,135481.93650529836
922,NCNTY13155N13155,"Irwin County, GA",857,862,1089,1306,1561,1299155333.0175781,189132.90335575762
923,NCNTY13157N13157,"Jackson County, GA",981,1004,1153,1483,1934,1299750458.8320312,179577.34457229832
924,NCNTY13161N13161,"Jeff Davis County, GA",765,770,973,1167,1417,1206381542.5644531,188315.44184280062
925,NCNTY13163N13163,"Jefferson County, GA",788,793,973,1167,1452,1958156421.1875,228688.22614335458
926,NCNTY13165N13165,"Jenkins County, GA",765,770,973,1353,1395,1295441311.5761719,150935.0556867147
927,NCNTY13167N13167,"Johnson County, GA",828,888,973,1181,1395,1124537840.9140625,193934.97649779622
928,NCNTY13171N13171,"Lamar County, GA",754,759,973,1353,1476,687353536.7460938,124754.68715913108
929,NCNTY13175N13175,"Laurens County, GA",671,742,973,1284,1614,2986313006.4453125,241687.51304895556
930,NCNTY13193N13193,"Macon County, GA",737,742,973,1167,1632,1477949653.7070312,206748.7186692136
931,NCNTY13201N13201,"Miller County, GA",765,770,973,1353,1407,1006530132.6289062,137863.12644627894
932,NCNTY13205N13205,"Mitchell County, GA",828,888,973,1275,1468,1825565048.1386719,212296.29509708672
933,NCNTY13209N13209,"Montgomery County, GA",737,742,973,1353,1632,887149843.2324219,165923.30227320213
934,NCNTY13229N13229,"Pierce County, GA",789,794,1042,1249,1380,1222883033.7539062,209118.4358149734
935,NCNTY13233N13233,"Polk County, GA",771,776,1018,1290,1348,1179275842.8242188,161234.5604689071
936,NCNTY13235N13235,"Pulaski County, GA",854,858,1003,1280,1438,911940837.3945312,145558.14350604833
937,NCNTY13237N13237,"Putnam County, GA",892,898,1134,1546,1626,1341510326.2421875,176262.84734582534
938,NCNTY13239N13239,"Quitman County, GA",765,770,973,1217,1395,578295752.4101562,116518.84295144914
939,NCNTY13241N13241,"Rabun County, GA",770,851,1117,1553,1687,1454467512.5078125,224903.457973592
940,NCNTY13243N13243,"Randolph County, GA",778,783,1028,1233,1361,1548366813.9277344,201465.38050715762
941,NCNTY13249N13249,"Schley County, GA",765,770,973,1342,1395,609622493.3554688,138101.99826331536
942,NCNTY13251N13251,"Screven County, GA",737,742,973,1222,1395,2408269311.904297,278249.8884160182
943,NCNTY13253N13253,"Seminole County, GA",765,770,973,1347,1395,906091562.9121094,155130.38571006653
944,NCNTY13257N13257,"Stephens County, GA",762,767,1006,1275,1688,703870714.8398438,119646.90101668162
945,NCNTY13261N13261,"Sumter County, GA",824,829,1088,1305,1441,1780822148.6074219,217445.03139465532
946,NCNTY13265N13265,"Taliaferro County, GA",765,770,973,1217,1395,730624693.0585938,172515.25697847924
947,NCNTY13267N13267,"Tattnall County, GA",737,742,973,1167,1632,1765640057.6074219,243463.92596690077
948,NCNTY13269N13269,"Taylor County, GA",828,888,973,1353,1395,1388186705.3789062,234096.82424324646
949,NCNTY13271N13271,"Telfair County, GA",828,852,973,1215,1288,1601307677.9121094,237360.28925485964
950,NCNTY13275N13275,"Thomas County, GA",1001,1048,1149,1456,1521,1947273383.0449219,195213.55105259852
951,NCNTY13277N13277,"Tift County, GA",766,821,973,1174,1462,959657042.8632812,139052.14311276408
952,NCNTY13279N13279,"Toombs County, GA",779,784,973,1293,1297,1343541429.8007812,190256.24195364636
953,NCNTY13281N13281,"Towns County, GA",828,888,973,1353,1632,663274204.5976562,143368.90920524162
954,NCNTY13283N13283,"Treutlen County, GA",737,742,973,1167,1395,737683942.0488281,140041.7804603937
955,NCNTY13285N13285,"Troup County, GA",805,947,1167,1459,1781,1647905210.5820312,173824.5244636468
956,NCNTY13287N13287,"Turner County, GA",765,770,973,1283,1288,1041029853.046875,155916.62402785916
957,NCNTY13291N13291,"Union County, GA",745,750,984,1360,1651,1267991962.96875,202241.41698479245
958,NCNTY13293N13293,"Upson County, GA",828,888,973,1283,1288,1206240653.1679688,176424.94733658314
959,NCNTY13299N13299,"Ware County, GA",781,786,1031,1236,1617,3214510440.9453125,405387.1028798007
960,NCNTY13301N13301,"Warren County, GA",765,770,973,1283,1632,1068405170.0078125,204219.37785998432
961,NCNTY13303N13303,"Washington County, GA",792,797,999,1198,1329,2525183301.7382812,262520.8163149485
962,NCNTY13305N13305,"Wayne County, GA",773,778,1021,1224,1574,2320582151.935547,260272.2082125269
963,NCNTY13307N13307,"Webster County, GA",765,770,973,1217,1395,761303045.0,141976.83045714445
964,NCNTY13309N13309,"Wheeler County, GA",765,770,973,1167,1395,1087305505.5175781,199791.88895497838
965,NCNTY13311N13311,"White County, GA",942,948,1177,1411,1868,929293341.390625,149456.41017129095
966,NCNTY13315N13315,"Wilcox County, GA",765,770,973,1235,1632,1379369922.3066406,197566.8324032059
967,NCNTY13317N13317,"Wilkes County, GA",765,770,973,1261,1395,1782021345.2304688,233355.78309438564
968,NCNTY13319N13319,"Wilkinson County, GA",765,770,973,1353,1395,1661414929.6171875,202953.65919890988
969,NCNTY15001N15001,"Hawaii County, HI",1592,1603,2076,2622,3024,11816849885.898438,622559.5177947112
970,NCNTY15007N15007,"Kauai County, HI",1766,1777,2332,2866,3179,1898092133.0039062,332978.2634581408
971,NCNTY16003N16003,"Adams County, ID",768,773,973,1353,1632,7067239942.6875,447189.0107515577
972,NCNTY16007N16007,"Bear Lake County, ID",768,773,973,1353,1632,4970210870.496094,358366.86291129683
973,NCNTY16009N16009,"Benewah County, ID",744,822,1079,1469,1655,4400333305.3828125,294172.8276117555
974,NCNTY16011N16011,"Bingham County, ID",737,742,973,1353,1632,10344069919.359375,550685.7620380584
975,NCNTY16013N16013,"Blaine County, ID",1103,1219,1600,2101,2401,13036425690.65625,930683.850664491
976,NCNTY16017N16017,"Bonner County, ID",952,958,1257,1748,1903,11218017170.109375,568514.6826585737
977,NCNTY16021N16021,"Boundary County, ID",737,742,973,1353,1632,7612507690.4765625,387658.8890419154
978,NCNTY16025N16025,"Camas County, ID",846,851,1071,1490,1797,5305340451.972656,386995.3893203311
979,NCNTY16029N16029,"Caribou County, ID",758,763,973,1353,1632,8649554749.625,509530.19923891703
980,NCNTY16031N16031,"Cassia County, ID",778,783,1028,1430,1725,12220141542.335938,487837.7631546851
981,NCNTY16033N16033,"Clark County, ID",768,773,973,1353,1632,8916896139.578125,542621.2637311643
982,NCNTY16035N16035,"Clearwater County, ID",815,821,1077,1498,1807,13682221635.039062,629784.40459107
983,NCNTY16037N16037,"Custer County, ID",909,914,1079,1501,1810,24927507931.359375,1071753.1366927777
984,NCNTY16039N16039,"Elmore County, ID",902,908,1192,1658,2000,15199858534.449219,749548.8080277883
985,NCNTY16043N16043,"Fremont County, ID",848,884,973,1353,1632,9566769180.640625,551261.9814370837
986,NCNTY16047N16047,"Gooding County, ID",846,851,1026,1427,1721,3553259482.140625,279236.40187818505
987,NCNTY16049N16049,"Idaho County, ID",723,799,1049,1459,1760,45381168447.265625,1250793.0165712878
988,NCNTY16057N16057,"Latah County, ID",807,863,1011,1406,1696,5952588864.1640625,347700.93422891095
989,NCNTY16059N16059,"Lemhi County, ID",864,883,992,1380,1664,23623556341.351562,1140495.7222124995
990,NCNTY16061N16061,"Lewis County, ID",737,742,973,1353,1632,2596361932.3359375,333663.18722906057
991,NCNTY16063N16063,"Lincoln County, ID",848,888,973,1353,1632,5842213083.621094,328271.9752116394
992,NCNTY16065N16065,"Madison County, ID",963,1008,1105,1537,1797,2352708348.6679688,239428.56387468774
993,NCNTY16067N16067,"Minidoka County, ID",884,889,1022,1421,1714,3676104527.1328125,315096.18930708425
994,NCNTY16071N16071,"Oneida County, ID",865,871,1096,1524,1839,5668595448.53125,372020.48180439335
995,NCNTY16075N16075,"Payette County, ID",811,816,1071,1490,1797,2054749124.4140625,237932.453977418
996,NCNTY16077N16077,"Power County, ID",768,773,973,1353,1632,6918117165.253906,496627.41265018785
997,NCNTY16079N16079,"Shoshone County, ID",837,860,1128,1352,1892,14906080347.578125,688608.4599704259
998,NCNTY16081N16081,"Teton County, ID",1136,1143,1323,1769,2219,2235944542.5351562,233752.63905021665
999,NCNTY16085N16085,"Valley County, ID",1037,1086,1190,1655,1996,19185331446.742188,749363.8432885073
1000,NCNTY16087N16087,"Washington County, ID",853,859,1127,1471,1891,7490258504.6328125,407416.1942455451
2001,NCNTY39167N39167,"Washington County, OH",756,760,973,1313,1449,2784035452.5820312,308699.1016380168
2002,NCNTY39169N39169,"Wayne County, OH",718,816,1041,1269,1491,2520974017.5039062,201675.63847103773
2003,NCNTY39171N39171,"Williams County, OH",736,761,973,1208,1288,1958780572.3828125,184552.11002541403
2004,NCNTY39175N39175,"Wyandot County, OH",736,800,973,1242,1422,1846268200.796875,179746.29688667023
2005,NCNTY40001N40001,"Adair County, OK",655,714,937,1161,1252,2282618549.3984375,209102.14653856956
2006,NCNTY40003N40003,"Alfalfa County, OK",705,714,937,1303,1572,3561057336.1640625,246797.68579267067
2007,NCNTY40005N40005,"Atoka County, OK",705,744,937,1175,1241,3772497847.8671875,305138.8857945361
2008,NCNTY40007N40007,"Beaver County, OK",705,732,937,1249,1481,7346963830.03125,350957.54552023695
2009,NCNTY40009N40009,"Beckham County, OK",788,799,1048,1257,1502,3519575443.1640625,275609.2361887112
2010,NCNTY40011N40011,"Blaine County, OK",736,746,979,1174,1447,3711377120.3242188,264183.3689166234
2011,NCNTY40013N40013,"Bryan County, OK",757,762,1000,1322,1491,3561889943.0117188,391703.08497781993
2012,NCNTY40015N40015,"Caddo County, OK",647,734,937,1162,1241,5012542336.3125,308355.93676901486
2013,NCNTY40019N40019,"Carter County, OK",776,803,1054,1324,1553,3168507882.0742188,258844.27470915194
2014,NCNTY40021N40021,"Cherokee County, OK",764,769,948,1215,1255,3070082158.7109375,254092.75604986836
2015,NCNTY40023N40023,"Choctaw County, OK",705,714,937,1134,1241,3022378168.09375,311184.45075965207
2016,NCNTY40025N40025,"Cimarron County, OK",705,732,937,1303,1343,7440802435.730469,354773.1509494143
2017,NCNTY40029N40029,"Coal County, OK",705,714,937,1279,1535,1997442676.6796875,188315.2277139323
2018,NCNTY40035N40035,"Craig County, OK",745,755,991,1209,1312,3083617257.640625,238757.582357642
2019,NCNTY40039N40039,"Custer County, OK",646,732,937,1303,1572,3937817187.1796875,263041.4537336328
2020,NCNTY40041N40041,"Delaware County, OK",718,722,944,1191,1331,3173270660.7382812,234672.53600383984
2021,NCNTY40043N40043,"Dewey County, OK",718,728,955,1319,1493,3997423035.9492188,263844.04035181523
2022,NCNTY40045N40045,"Ellis County, OK",705,855,937,1173,1343,4911865421.183594,358390.10092246335
2023,NCNTY40049N40049,"Garvin County, OK",705,714,937,1249,1534,3125833077.3945312,277627.46183005953
2024,NCNTY40053N40053,"Grant County, OK",705,714,937,1279,1343,4060799739.8007812,257221.5901995198
2025,NCNTY40055N40055,"Greer County, OK",705,732,937,1303,1343,2486032482.4726562,268999.04804574174
2026,NCNTY40057N40057,"Harmon County, OK",705,732,937,1123,1572,2071395661.5703125,214846.7135769158
2027,NCNTY40059N40059,"Harper County, OK",705,732,937,1146,1343,4210358561.8984375,262366.3623946497
2028,NCNTY40061N40061,"Haskell County, OK",646,714,937,1147,1338,2433065421.6601562,265079.7994379076
2029,NCNTY40063N40063,"Hughes County, OK",705,714,937,1150,1343,3155563384.0664062,260256.3710128152
2030,NCNTY40065N40065,"Jackson County, OK",705,714,937,1289,1572,3080766487.9140625,394880.845736539
2031,NCNTY40067N40067,"Jefferson County, OK",705,714,937,1175,1572,2932343292.3359375,292339.7417381378
2032,NCNTY40069N40069,"Johnston County, OK",705,801,937,1269,1572,2505739785.0273438,227409.63101240687
2033,NCNTY40071N40071,"Kay County, OK",646,714,937,1250,1255,3826054912.9179688,274809.8633938342
2034,NCNTY40073N40073,"Kingfisher County, OK",727,825,1055,1343,1596,3587904034.4726562,240187.88787855874
2035,NCNTY40075N40075,"Kiowa County, OK",705,761,937,1303,1572,3979256810.09375,381436.1397677205
2036,NCNTY40077N40077,"Latimer County, OK",705,714,937,1165,1429,2812473692.390625,233150.81816607938
2037,NCNTY40079N40079,"Le Flore County, OK",656,741,937,1300,1359,6208518887.058594,390205.62655695016
2038,NCNTY40085N40085,"Love County, OK",732,880,1062,1273,1522,2008441219.0078125,290116.1165914067
2039,NCNTY40089N40089,"McCurtain County, OK",646,747,937,1256,1448,7206933622.9921875,502690.8567937626
2040,NCNTY40091N40091,"McIntosh County, OK",646,759,937,1303,1343,2780017967.046875,262278.16029940563
2041,NCNTY40093N40093,"Major County, OK",705,714,937,1123,1343,3828749479.546875,295966.1418114087
2042,NCNTY40095N40095,"Marshall County, OK",767,772,937,1219,1241,1614002522.0,215309.32647699644
2043,NCNTY40097N40097,"Mayes County, OK",731,736,937,1233,1409,2731305960.4257812,216817.02398991236
2044,NCNTY40099N40099,"Murray County, OK",731,758,994,1227,1507,1624480549.1132812,219761.8437294198
2045,NCNTY40101N40101,"Muskogee County, OK",717,722,947,1188,1461,3299269055.2851562,327460.26442699134
2046,NCNTY40103N40103,"Noble County, OK",705,765,937,1123,1566,2973702278.9335938,267734.48662553896
2047,NCNTY40105N40105,"Nowata County, OK",705,714,937,1168,1572,2350679348.0390625,201361.06160864315
2048,NCNTY40107N40107,"Okfuskee County, OK",705,738,937,1176,1397,2460302075.3789062,278649.49437730946
2049,NCNTY40115N40115,"Ottawa County, OK",697,714,937,1183,1241,1963102546.7578125,185330.33155098898
2050,NCNTY40119N40119,"Payne County, OK",784,847,1035,1439,1568,2770291152.609375,252071.04365464012
2051,NCNTY40121N40121,"Pittsburg County, OK",651,787,944,1256,1584,5320960179.8359375,359462.7010605692
2052,NCNTY40123N40123,"Pontotoc County, OK",699,758,994,1230,1334,2787563853.5625,276849.3805664569
2053,NCNTY40125N40125,"Pottawatomie County, OK",678,714,937,1257,1474,3085454242.59375,294765.7116557825
2054,NCNTY40127N40127,"Pushmataha County, OK",646,750,937,1303,1475,5427151306.957031,328815.4131867281
2055,NCNTY40129N40129,"Roger Mills County, OK",705,732,937,1166,1343,4510802144.980469,327211.57041430677
2056,NCNTY40133N40133,"Seminole County, OK",673,734,937,1256,1368,2488168831.2578125,289331.0853579549
2057,NCNTY40137N40137,"Stephens County, OK",775,779,937,1303,1509,3406253351.0546875,234927.91666073387
2058,NCNTY40139N40139,"Texas County, OK",847,897,1116,1338,1872,8280348401.941406,379691.69092262135
2059,NCNTY40141N40141,"Tillman County, OK",705,855,937,1303,1343,3350749983.3828125,308295.4330499828
2060,NCNTY40147N40147,"Washington County, OK",712,801,947,1317,1340,1713701897.6992188,207750.2982076808
2061,NCNTY40149N40149,"Washita County, OK",705,855,937,1217,1439,3930194039.5039062,281385.8010426153
2062,NCNTY40151N40151,"Woods County, OK",733,831,975,1217,1291,5216410082.7265625,345104.2025620543
2063,NCNTY40153N40153,"Woodward County, OK",798,809,1061,1272,1780,4996284694.324219,315389.45604655234
2064,NCNTY41001N41001,"Baker County, OR",761,898,1047,1456,1756,15836593977.460938,781325.3230303561
2065,NCNTY41007N41007,"Clatsop County, OR",1060,1110,1457,1995,2444,5023093867.5546875,319424.97831698734
2066,NCNTY41011N41011,"Coos County, OR",951,982,1265,1759,2122,7845827823.984375,661927.4233610273
2067,NCNTY41015N41015,"Curry County, OR",965,1067,1400,1883,2103,7785165036.84375,621990.6800196791
2068,NCNTY41019N41019,"Douglas County, OR",876,969,1271,1768,2132,24781755091.460938,929450.5659489757
2069,NCNTY41021N41021,"Gilliam County, OR",729,799,1048,1458,1758,6418682299.4453125,529900.9090133882
2070,NCNTY41023N41023,"Grant County, OR",784,985,1127,1533,1891,23052793256.375,778450.369548724
2071,NCNTY41025N41025,"Harney County, OR",701,768,1008,1402,1691,49660029677.62891,1015294.9918095011
2072,NCNTY41027N41027,"Hood River County, OR",1311,1436,1884,2620,3160,2813698283.015625,244534.78906709
2073,NCNTY41035N41035,"Klamath County, OR",860,958,1247,1734,2092,29437160064.69922,844410.8549235123
2074,NCNTY41037N41037,"Lake County, OR",793,929,1150,1599,1929,40227702678.734375,946875.5823942437
2075,NCNTY41041N41041,"Lincoln County, OR",1121,1128,1480,2043,2483,5049105302.9453125,448765.35552519764
2076,NCNTY41045N41045,"Malheur County, OR",772,942,1081,1503,1813,48420978214.80078,1057019.800760451
2077,NCNTY41049N41049,"Morrow County, OR",715,831,1027,1428,1723,10763714046.625,482143.1770857538
2078,NCNTY41055N41055,"Sherman County, OR",937,1026,1346,1677,2258,4367031038.8359375,444061.05273486517
2079,NCNTY41057N41057,"Tillamook County, OR",1016,1136,1405,1954,2083,5803052295.0703125,685191.5602969854
2080,NCNTY41059N41059,"Umatilla County, OR",856,946,1241,1726,2081,17090973684.15625,686384.9025050619
2081,NCNTY41061N41061,"Union County, OR",843,980,1222,1700,2050,10676444889.390625,670981.9421097457
2082,NCNTY41063N41063,"Wallowa County, OR",800,942,1149,1598,1928,16659835873.15625,600672.8524702189
2083,NCNTY41065N41065,"Wasco County, OR",1281,1289,1600,2225,2589,12475477393.796875,691991.4775207787
2084,NCNTY41069N41069,"Wheeler County, OR",703,770,1010,1405,1694,8808117210.5625,442511.206474641
2085,NCNTY42009N42009,"Bedford County, PA",677,742,973,1226,1476,4493117175.734375,303359.1454479778
2086,NCNTY42015N42015,"Bradford County, PA",838,844,1066,1341,1522,5413155440.5234375,298373.6221649663
2087,NCNTY42023N42023,"Cameron County, PA",714,748,981,1179,1453,1837575225.8984375,193808.89734882413
2088,NCNTY42031N42031,"Clarion County, PA",757,762,973,1182,1632,2791870296.3085938,275172.01058103633
2089,NCNTY42033N42033,"Clearfield County, PA",721,779,975,1289,1293,5254133252.980469,361369.3960610026
2090,NCNTY42035N42035,"Clinton County, PA",770,775,995,1258,1669,4118912690.3789062,342926.358315559
2091,NCNTY42037N42037,"Columbia County, PA",786,941,1140,1367,1572,2235456607.4023438,225480.90497024465
2092,NCNTY42039N42039,"Crawford County, PA",723,787,973,1306,1476,4822210517.6953125,313015.4941428241
2093,NCNTY42047N42047,"Elk County, PA",708,825,973,1283,1288,3835246791.0898438,323043.7561407187
2094,NCNTY42053N42053,"Forest County, PA",708,888,973,1236,1632,1990144855.2734375,243193.1691185226
2095,NCNTY42057N42057,"Fulton County, PA",708,751,973,1167,1548,1931490304.3164062,200275.76575962486
2096,NCNTY42059N42059,"Greene County, PA",830,835,1096,1314,1451,2543159009.1210938,246731.6901459207
2097,NCNTY42061N42061,"Huntingdon County, PA",790,833,973,1320,1632,3977518746.5078125,359590.4725389184
2098,NCNTY42063N42063,"Indiana County, PA",763,851,981,1329,1510,3758306373.171875,295844.0248489122
2099,NCNTY42065N42065,"Jefferson County, PA",671,768,973,1197,1379,3000999640.7617188,248357.98253389006
2100,NCNTY42067N42067,"Juniata County, PA",680,742,973,1250,1478,1766167129.8710938,255914.7111976802
2101,NCNTY42083N42083,"McKean County, PA",708,832,973,1219,1447,4593912245.203125,287144.4286001961
2102,NCNTY42085N42085,"Mercer County, PA",704,792,996,1385,1538,3135219043.0273438,232122.48332216905
2103,NCNTY42087N42087,"Mifflin County, PA",770,786,973,1283,1288,1865668672.4882812,232969.12629243662
2104,NCNTY42089N42089,"Monroe County, PA",1085,1165,1529,1974,2203,2813686034.1210938,263978.69302369654
2105,NCNTY42093N42093,"Montour County, PA",946,1046,1372,1873,2061,602796586.6796875,138106.38229221012
2106,NCNTY42097N42097,"Northumberland County, PA",671,843,973,1241,1288,2162468499.2890625,296830.2204705476
2107,NCNTY42103N42103,"Pike County, PA",1143,1205,1496,2063,2510,2605934791.265625,292999.94274725026
2108,NCNTY42105N42105,"Potter County, PA",708,742,973,1223,1352,5035443814.0546875,278677.9025614509
2109,NCNTY42107N42107,"Schuylkill County, PA",727,786,1030,1341,1409,3531430400.7578125,268234.18648989097
2110,NCNTY42109N42109,"Snyder County, PA",770,894,1059,1321,1566,1498644173.8046875,187856.85665723382
2111,NCNTY42111N42111,"Somerset County, PA",830,835,973,1307,1469,4775803854.171875,323919.9554874835
2112,NCNTY42113N42113,"Sullivan County, PA",708,775,973,1353,1595,2087585887.703125,188140.34799508878
2113,NCNTY42115N42115,"Susquehanna County, PA",760,805,1045,1342,1409,3883700966.1640625,253107.78899506322
2114,NCNTY42117N42117,"Tioga County, PA",725,826,1051,1362,1405,5298889558.472656,291181.37271447934
2115,NCNTY42119N42119,"Union County, PA",728,913,1001,1392,1679,1444551116.9453125,196511.80768860344
2116,NCNTY42121N42121,"Venango County, PA",671,742,973,1221,1393,3145847679.484375,254455.81995144847
2117,NCNTY42123N42123,"Warren County, PA",809,814,973,1304,1363,4193528021.140625,266330.37786244106
2118,NCNTY42127N42127,"Wayne County, PA",824,927,1132,1417,1899,3485412468.7460938,351585.46255331626
2119,NCNTY45001N45001,"Abbeville County, SC",678,725,902,1220,1225,1943409968.359375,203765.0228535811
